date,O_pos,A_pos,B_pos,AB_pos,O_neg,A_neg,B_neg,AB_neg,O,A,B,AB,total
2021-04-01,66,105,78,22,1,1,1,0,67,106,79,22,274
2021-04-02,72,106,107,47,0,1,0,0,72,107,107,47,333
2021-04-03,64,77,58,33,1,0,0,0,65,77,58,33,233
2021-04-04,36,33,31,13,0,0,0,0,36,33,31,13,113
2021-04-05,67,111,63,38,3,1,0,1,70,112,63,39,284
2021-04-06,105,118,88,36,0,0,1,1,105,118,89,37,349
2021-04-07,82,87,99,33,1,0,1,0,83,87,100,33,303
2021-04-08,85,113,77,48,1,2,0,0,86,115,77,48,326
2021-04-09,74,103,70,45,0,1,1,0,74,104,71,45,294
2021-04-10,58,71,59,39,1,1,0,0,59,72,59,39,229
2021-04-11,36,42,39,17,0,0,1,0,36,42,40,17,135
2021-04-12,89,91,80,34,0,4,1,0,89,95,81,34,299
2021-04-13,65,101,57,25,0,1,1,0,65,102,58,25,250
2021-04-14,65,79,56,39,0,2,0,0,65,81,56,39,241
2021-04-15,72,60,65,24,0,1,1,0,72,61,66,24,223
2021-04-16,59,93,59,35,0,0,2,1,59,93,61,36,249
2021-04-17,65,80,53,29,0,2,1,0,65,82,54,29,230
2021-04-18,62,46,54,18,1,0,0,0,63,46,54,18,181
2021-04-19,121,107,108,51,0,3,0,2,121,110,108,53,392
2021-04-20,71,82,70,26,2,2,0,0,73,84,70,26,253
2021-04-21,73,70,74,34,1,1,1,0,74,71,75,34,254
2021-04-22,78,90,70,36,0,2,1,0,78,92,71,36,277
2021-04-23,86,123,80,38,0,2,0,0,86,125,80,38,329
2021-04-24,58,60,61,26,0,0,1,0,58,60,62,26,206
2021-04-25,44,47,28,6,0,0,0,0,44,47,28,6,125
2021-04-26,118,137,89,35,3,1,1,0,121,138,90,35,384
2021-04-27,86,89,64,27,0,1,1,0,86,90,65,27,268
2021-04-28,63,94,68,29,1,1,0,0,64,95,68,29,256
2021-04-29,33,111,62,37,1,0,1,0,34,111,63,37,245
2021-04-30,84,122,115,49,1,1,0,1,85,123,115,50,373
2021-05-01,84,59,56,26,0,0,0,0,84,59,56,26,225
2021-05-02,47,55,43,18,0,0,0,0,47,55,43,18,163
2021-05-03,88,131,72,45,1,1,0,0,89,132,72,45,338
2021-05-04,58,122,109,43,0,0,1,0,58,122,110,43,333
2021-05-05,39,45,43,9,0,0,1,0,39,45,44,9,137
2021-05-06,58,96,74,29,1,2,1,0,59,98,75,29,261
2021-05-07,84,143,101,46,0,0,2,0,84,143,103,46,376
2021-05-08,70,67,58,33,0,0,0,1,70,67,58,34,229
2021-05-09,32,49,39,14,0,0,0,0,32,49,39,14,134
2021-05-10,92,116,69,37,0,1,3,0,92,117,72,37,318
2021-05-11,113,111,83,33,0,0,1,0,113,111,84,33,341
2021-05-12,50,88,99,42,0,1,0,0,50,89,99,42,280
2021-05-13,88,99,73,38,0,0,1,0,88,99,74,38,299
2021-05-14,73,86,102,43,0,1,0,0,73,87,102,43,305
2021-05-15,51,81,74,24,0,0,0,0,51,81,74,24,230
2021-05-16,35,67,29,19,0,0,0,0,35,67,29,19,150
2021-05-17,87,126,86,29,1,1,0,0,88,127,86,29,330
2021-05-18,71,100,84,40,2,0,3,0,73,100,87,40,300
2021-05-19,27,53,37,8,0,0,0,0,27,53,37,8,125
2021-05-20,78,98,81,30,1,1,1,0,79,99,82,30,290
2021-05-21,101,146,98,31,3,1,2,0,104,147,100,31,382
2021-05-22,48,93,62,24,0,0,0,0,48,93,62,24,227
2021-05-23,27,56,37,19,1,0,1,0,28,56,38,19,141
2021-05-24,67,111,90,33,1,2,1,0,68,113,91,33,305
2021-05-25,79,123,79,50,4,0,0,0,83,123,79,50,335
2021-05-26,64,121,61,29,1,0,2,0,65,121,63,29,278
2021-05-27,67,126,92,27,1,0,1,0,68,126,93,27,314
2021-05-28,82,70,71,25,1,2,1,0,83,72,72,25,252
2021-05-29,47,99,65,18,0,0,0,0,47,99,65,18,229
2021-05-30,42,71,38,18,0,0,0,0,42,71,38,18,169
2021-05-31,97,139,151,47,0,0,0,0,97,139,151,47,434
2021-06-01,59,107,88,34,1,0,2,0,60,107,90,34,291
2021-06-02,70,124,78,33,0,1,0,0,70,125,78,33,306
2021-06-03,81,93,74,41,2,1,0,2,83,94,74,43,294
2021-06-04,77,62,77,28,2,0,0,1,79,62,77,29,247
2021-06-05,70,78,64,34,0,0,0,0,70,78,64,34,246
2021-06-06,22,58,36,17,1,0,1,0,23,58,37,17,135
2021-06-07,83,131,95,50,0,0,1,0,83,131,96,50,360
2021-06-08,53,92,71,42,0,0,0,0,53,92,71,42,258
2021-06-09,68,114,63,50,0,0,1,0,68,114,64,50,296
2021-06-10,78,98,72,42,1,0,1,0,79,98,73,42,292
2021-06-11,66,90,72,31,0,1,0,0,66,91,72,31,260
2021-06-12,59,65,24,20,0,0,1,0,59,65,25,20,169
2021-06-13,30,43,34,11,0,1,1,0,30,44,35,11,120
2021-06-14,94,112,74,32,0,0,0,1,94,112,74,33,313
2021-06-15,60,87,67,41,1,1,0,0,61,88,67,41,257
2021-06-16,49,73,59,27,0,0,0,0,49,73,59,27,208
2021-06-17,38,77,44,21,1,1,2,1,39,78,46,22,185
2021-06-18,67,77,62,25,0,1,0,0,67,78,62,25,232
2021-06-19,34,50,44,17,0,0,0,0,34,50,44,17,145
2021-06-20,34,29,42,12,0,1,0,0,34,30,42,12,118
2021-06-21,75,79,75,29,0,3,1,0,75,82,76,29,262
2021-06-22,89,95,70,51,1,0,0,0,90,95,70,51,306
2021-06-23,55,73,48,30,0,0,1,0,55,73,49,30,207
2021-06-24,70,76,60,21,0,0,0,0,70,76,60,21,227
2021-06-25,72,110,67,33,1,1,0,0,73,111,67,33,284
2021-06-26,59,70,59,30,1,1,0,0,60,71,59,30,220
2021-06-27,40,50,33,9,0,1,0,0,40,51,33,9,133
2021-06-28,67,134,64,34,0,1,1,0,67,135,65,34,301
2021-06-29,66,95,81,26,0,1,0,0,66,96,81,26,269
2021-06-30,61,127,70,20,0,0,0,0,61,127,70,20,278
2021-07-01,72,93,65,17,0,0,0,1,72,93,65,18,248
2021-07-02,86,117,95,23,3,1,1,0,89,118,96,23,326
2021-07-03,42,58,52,16,0,0,0,0,42,58,52,16,168
2021-07-04,34,29,40,11,2,0,0,0,36,29,40,11,116
2021-07-05,68,113,56,31,0,4,0,1,68,117,56,32,273
2021-07-06,93,88,73,21,0,0,0,0,93,88,73,21,275
2021-07-07,87,112,94,26,0,0,0,0,87,112,94,26,319
2021-07-08,46,60,76,35,1,0,1,0,47,60,77,35,219
2021-07-09,87,114,70,42,1,0,0,1,88,114,70,43,315
2021-07-10,57,101,70,32,0,1,0,0,57,102,70,32,261
2021-07-11,18,42,44,5,0,0,0,0,18,42,44,5,109
2021-07-12,102,105,82,46,0,0,0,0,102,105,82,46,335
2021-07-13,82,71,71,20,2,0,0,0,84,71,71,20,246
2021-07-14,118,142,98,45,1,0,1,0,119,142,99,45,405
2021-07-15,73,74,64,15,0,4,0,0,73,78,64,15,230
2021-07-16,75,103,91,20,1,0,0,0,76,103,91,20,290
2021-07-17,69,64,49,9,0,0,0,0,69,64,49,9,191
2021-07-18,44,33,31,17,0,0,1,0,44,33,32,17,126
2021-07-19,75,118,98,39,1,2,2,0,76,120,100,39,335
2021-07-20,55,110,70,26,0,0,0,0,55,110,70,26,261
2021-07-21,44,64,57,31,1,1,2,0,45,65,59,31,200
2021-07-22,50,61,60,25,1,0,0,2,51,61,60,27,199
2021-07-23,69,94,75,35,0,1,3,0,69,95,78,35,277
2021-07-24,37,89,48,34,0,0,0,0,37,89,48,34,208
2021-07-25,25,36,21,8,0,0,0,0,25,36,21,8,90
2021-07-26,70,105,102,34,1,1,1,0,71,106,103,34,314
2021-07-27,69,98,61,25,0,0,1,0,69,98,62,25,254
2021-07-28,76,76,49,10,1,1,1,0,77,77,50,10,214
2021-07-29,71,85,81,25,0,1,2,0,71,86,83,25,265
2021-07-30,71,106,88,26,2,1,1,0,73,107,89,26,295
2021-07-31,47,68,57,30,0,1,0,1,47,69,57,31,204
2021-08-01,34,36,34,10,1,0,0,1,35,36,34,11,116
2021-08-02,79,123,76,38,0,0,0,1,79,123,76,39,317
2021-08-03,75,97,60,38,1,0,1,0,76,97,61,38,272
2021-08-04,87,118,70,25,1,1,1,0,88,119,71,25,303
2021-08-05,80,88,75,34,1,0,0,0,81,88,75,34,278
2021-08-06,61,94,84,28,0,0,0,1,61,94,84,29,268
2021-08-07,57,55,57,20,1,0,1,0,58,55,58,20,191
2021-08-08,25,49,37,25,0,0,0,0,25,49,37,25,136
2021-08-09,79,118,75,33,1,2,0,0,80,120,75,33,308
2021-08-10,55,87,57,39,0,0,0,0,55,87,57,39,238
2021-08-11,82,90,75,35,1,0,2,1,83,90,77,36,286
2021-08-12,73,82,46,21,1,2,0,0,74,84,46,21,225
2021-08-13,55,94,77,20,0,1,0,0,55,95,77,20,247
2021-08-14,48,83,44,29,0,0,0,0,48,83,44,29,204
2021-08-15,43,71,41,41,0,0,0,0,43,71,41,41,196
2021-08-16,17,27,21,10,0,0,0,0,17,27,21,10,75
2021-08-17,75,94,78,33,2,0,0,0,77,94,78,33,282
2021-08-18,59,75,73,23,0,0,0,0,59,75,73,23,230
2021-08-19,84,87,90,38,1,0,0,0,85,87,90,38,300
2021-08-20,89,85,72,39,1,0,2,0,90,85,74,39,288
2021-08-21,78,78,59,25,2,0,0,0,80,78,59,25,242
2021-08-22,36,46,27,12,1,0,0,0,37,46,27,12,122
2021-08-23,97,105,83,51,1,0,0,0,98,105,83,51,337
2021-08-24,68,84,77,43,0,0,0,0,68,84,77,43,272
2021-08-25,64,94,69,39,1,2,2,0,65,96,71,39,271
2021-08-26,51,73,50,31,2,0,1,0,53,73,51,31,208
2021-08-27,82,84,79,24,2,0,0,0,84,84,79,24,271
2021-08-28,51,63,58,29,2,0,0,0,53,63,58,29,203
2021-08-29,34,48,33,15,0,0,0,0,34,48,33,15,130
2021-08-30,110,134,74,34,0,0,0,0,110,134,74,34,352
2021-08-31,90,143,70,36,0,1,1,0,90,144,71,36,341
2021-09-01,57,85,90,51,1,2,0,0,58,87,90,51,286
2021-09-02,85,89,66,41,1,0,3,0,86,89,69,41,285
2021-09-03,59,114,119,32,0,0,1,0,59,114,120,32,325
2021-09-04,55,53,62,22,0,0,0,0,55,53,62,22,192
2021-09-05,41,30,33,9,0,0,1,0,41,30,34,9,114
2021-09-06,75,120,65,39,0,0,1,1,75,120,66,40,301
2021-09-07,102,121,83,38,0,1,0,0,102,122,83,38,345
2021-09-08,61,90,67,23,0,0,1,1,61,90,68,24,243
2021-09-09,80,95,67,36,1,0,0,0,81,95,67,36,279
2021-09-10,64,112,69,44,0,1,0,0,64,113,69,44,290
2021-09-11,42,47,47,25,2,0,0,0,44,47,47,25,163
2021-09-12,16,52,23,20,0,0,1,0,16,52,24,20,112
2021-09-13,96,115,79,34,0,0,1,0,96,115,80,34,325
2021-09-14,84,108,65,31,2,3,0,0,86,111,65,31,293
2021-09-15,84,66,87,24,0,0,1,0,84,66,88,24,262
2021-09-16,48,71,59,28,1,0,0,0,49,71,59,28,207
2021-09-17,69,119,74,43,2,0,0,0,71,119,74,43,307
2021-09-18,75,83,63,33,0,2,1,0,75,85,64,33,257
2021-09-19,31,57,49,14,0,0,0,0,31,57,49,14,151
2021-09-20,30,46,45,28,0,2,1,0,30,48,46,28,152
2021-09-21,6,7,5,3,1,0,0,0,7,7,5,3,22
2021-09-22,0,1,1,0,0,0,0,0,0,1,1,0,2
2021-09-23,74,93,62,24,2,1,1,0,76,94,63,24,257
2021-09-24,70,141,126,62,0,2,0,0,70,143,126,62,401
2021-09-25,80,87,84,45,0,0,0,0,80,87,84,45,296
2021-09-26,24,49,45,13,0,0,0,0,24,49,45,13,131
2021-09-27,107,130,116,30,0,0,0,0,107,130,116,30,383
2021-09-28,71,110,66,47,0,0,0,1,71,110,66,48,295
2021-09-29,57,83,64,45,1,0,1,0,58,83,65,45,251
2021-09-30,73,127,117,27,0,0,1,1,73,127,118,28,346
2021-10-01,59,110,89,52,0,0,1,0,59,110,90,52,311
2021-10-02,61,81,66,24,0,0,0,0,61,81,66,24,232
2021-10-03,36,58,37,11,3,0,0,0,39,58,37,11,145
2021-10-04,16,17,14,11,1,0,0,0,17,17,14,11,59
2021-10-05,83,122,97,32,0,0,0,0,83,122,97,32,334
2021-10-06,74,103,45,24,1,1,1,0,75,104,46,24,249
2021-10-07,60,87,57,31,1,2,0,0,61,89,57,31,238
2021-10-08,51,94,83,28,0,0,0,1,51,94,83,29,257
2021-10-09,46,38,44,24,0,1,0,0,46,39,44,24,153
2021-10-10,41,50,48,24,0,0,0,0,41,50,48,24,163
2021-10-11,26,21,25,10,0,0,0,1,26,21,25,11,83
2021-10-12,80,94,82,30,2,2,0,1,82,96,82,31,291
2021-10-13,82,95,80,46,0,0,2,0,82,95,82,46,305
2021-10-14,54,90,75,32,0,0,0,0,54,90,75,32,251
2021-10-15,102,105,84,35,0,0,0,0,102,105,84,35,326
2021-10-16,90,78,48,32,0,2,0,0,90,80,48,32,250
2021-10-17,50,68,64,23,0,0,0,0,50,68,64,23,205
2021-10-18,110,117,88,34,0,0,1,2,110,117,89,36,352
2021-10-19,71,109,106,45,0,1,1,0,71,110,107,45,333
2021-10-20,71,95,64,27,1,0,1,0,72,95,65,27,259
2021-10-21,73,78,81,25,2,1,0,0,75,79,81,25,260
2021-10-22,79,99,89,42,2,0,2,0,81,99,91,42,313
2021-10-23,72,99,83,41,1,0,0,0,73,99,83,41,296
2021-10-24,43,52,48,13,1,0,1,0,44,52,49,13,158
2021-10-25,111,141,105,53,1,0,1,0,112,141,106,53,412
2021-10-26,79,86,103,35,4,1,1,0,83,87,104,35,309
2021-10-27,36,38,52,21,0,0,0,0,36,38,52,21,147
2021-10-28,85,97,86,39,0,0,0,2,85,97,86,41,309
2021-10-29,114,149,93,51,0,0,2,0,114,149,95,51,409
2021-10-30,80,108,103,32,0,1,0,0,80,109,103,32,324
2021-10-31,40,73,54,20,0,0,0,0,40,73,54,20,187
2021-11-01,131,141,131,37,0,3,0,1,131,144,131,38,444
2021-11-02,86,90,107,47,0,0,0,0,86,90,107,47,330
2021-11-03,92,120,95,37,0,0,0,1,92,120,95,38,345
2021-11-04,96,104,84,33,0,1,0,1,96,105,84,34,319
2021-11-05,105,77,93,36,0,0,0,0,105,77,93,36,311
2021-11-06,54,64,48,21,0,0,0,0,54,64,48,21,187
2021-11-07,47,61,30,19,0,1,0,1,47,62,30,20,159
2021-11-08,106,81,106,46,1,4,0,0,107,85,106,46,344
2021-11-09,93,129,115,54,0,2,0,1,93,131,115,55,394
2021-11-10,61,97,78,36,0,0,1,1,61,97,79,37,274
2021-11-11,71,99,64,45,2,0,1,0,73,99,65,45,282
2021-11-12,74,102,61,31,0,1,0,1,74,103,61,32,270
2021-11-13,55,80,60,25,0,0,0,0,55,80,60,25,220
2021-11-14,36,45,29,29,0,0,0,0,36,45,29,29,139
2021-11-15,81,90,60,38,3,3,2,1,84,93,62,39,278
2021-11-16,59,99,90,37,1,1,0,0,60,100,90,37,287
2021-11-17,93,113,58,22,0,1,0,0,93,114,58,22,287
2021-11-18,72,83,68,19,0,0,0,1,72,83,68,20,243
2021-11-19,74,113,91,48,0,0,0,0,74,113,91,48,326
2021-11-20,74,85,83,28,0,0,0,0,74,85,83,28,270
2021-11-21,52,69,55,33,0,0,2,0,52,69,57,33,211
2021-11-22,98,141,108,54,0,3,1,1,98,144,109,55,406
2021-11-23,111,143,107,37,1,1,0,0,112,144,107,37,400
2021-11-24,90,120,96,52,2,3,0,0,92,123,96,52,363
2021-11-25,95,119,112,34,0,5,2,0,95,124,114,34,367
2021-11-26,118,141,119,74,0,0,0,0,118,141,119,74,452
2021-11-27,88,94,62,43,1,2,0,0,89,96,62,43,290
2021-11-28,66,46,64,23,0,0,3,0,66,46,67,23,202
2021-11-29,75,160,145,76,0,0,0,0,75,160,145,76,456
2021-11-30,77,132,100,42,0,2,0,0,77,134,100,42,353
2021-12-01,92,100,104,37,0,1,1,0,92,101,105,37,335
2021-12-02,90,144,88,39,1,1,0,0,91,145,88,39,363
2021-12-03,118,125,132,54,1,0,0,1,119,125,132,55,431
2021-12-04,48,62,46,13,1,0,0,0,49,62,46,13,170
2021-12-05,26,25,47,28,0,0,0,0,26,25,47,28,126
2021-12-06,124,139,128,49,1,3,2,0,125,142,130,49,446
2021-12-07,87,104,77,33,2,2,3,1,89,106,80,34,309
2021-12-08,77,94,74,53,0,0,1,0,77,94,75,53,299
2021-12-09,76,114,71,33,0,1,0,1,76,115,71,34,296
2021-12-10,67,141,89,37,0,3,1,0,67,144,90,37,338
2021-12-11,55,65,66,35,0,0,0,0,55,65,66,35,221
2021-12-12,47,60,39,15,0,0,0,0,47,60,39,15,161
2021-12-13,120,127,111,43,0,0,0,0,120,127,111,43,401
2021-12-14,109,103,130,30,2,0,0,1,111,103,130,31,375
2021-12-15,90,99,83,27,0,0,2,0,90,99,85,27,301
2021-12-16,77,107,94,57,1,1,0,0,78,108,94,57,337
2021-12-17,80,106,73,35,0,0,1,0,80,106,74,35,295
2021-12-18,50,90,70,43,0,0,0,0,50,90,70,43,253
2021-12-19,49,67,49,20,0,0,0,0,49,67,49,20,185
2021-12-20,113,141,122,56,2,0,1,0,115,141,123,56,435
2021-12-21,91,114,108,45,1,0,0,0,92,114,108,45,359
2021-12-22,95,112,102,51,0,0,1,0,95,112,103,51,361
2021-12-23,92,146,114,44,2,2,0,0,94,148,114,44,400
2021-12-24,105,124,86,30,0,0,2,0,105,124,88,30,347
2021-12-25,51,72,52,30,0,0,0,0,51,72,52,30,205
2021-12-26,34,53,43,10,0,0,1,0,34,53,44,10,141
2021-12-27,73,94,69,28,0,1,0,1,73,95,69,29,266
2021-12-28,116,128,88,39,0,0,1,1,116,128,89,40,373
2021-12-29,101,128,91,40,0,2,2,0,101,130,93,40,364
2021-12-30,85,132,70,36,1,1,1,1,86,133,71,37,327
2021-12-31,80,111,94,34,0,0,0,0,80,111,94,34,319
2022-01-01,18,11,24,7,0,0,0,0,18,11,24,7,60
2022-01-02,24,35,16,13,1,2,0,0,25,37,16,13,91
2022-01-03,70,115,68,28,1,1,2,1,71,116,70,29,286
2022-01-04,67,128,119,44,0,2,0,1,67,130,119,45,361
2022-01-05,82,98,52,41,1,1,0,1,83,99,52,42,276
2022-01-06,85,112,87,30,2,1,0,0,87,113,87,30,317
2022-01-07,86,103,55,30,0,0,0,0,86,103,55,30,274
2022-01-08,36,68,28,24,1,0,0,0,37,68,28,24,157
2022-01-09,47,51,35,15,0,0,0,0,47,51,35,15,148
2022-01-10,77,98,75,24,0,2,2,1,77,100,77,25,279
2022-01-11,63,69,47,33,0,2,0,0,63,71,47,33,214
2022-01-12,50,94,65,25,1,0,0,0,51,94,65,25,235
2022-01-13,72,89,83,25,0,1,0,0,72,90,83,25,270
2022-01-14,88,103,101,21,0,1,1,2,88,104,102,23,317
2022-01-15,33,48,41,19,0,0,0,0,33,48,41,19,141
2022-01-16,28,52,39,19,0,0,0,0,28,52,39,19,138
2022-01-17,105,112,74,20,0,1,1,0,105,113,75,20,313
2022-01-18,62,63,70,46,0,1,0,0,62,64,70,46,242
2022-01-19,64,89,72,39,1,0,0,0,65,89,72,39,265
2022-01-20,43,112,40,35,0,1,0,0,43,113,40,35,231
2022-01-21,101,106,91,44,0,0,0,1,101,106,91,45,343
2022-01-22,50,65,49,37,0,0,1,0,50,65,50,37,202
2022-01-23,38,47,46,20,0,0,0,0,38,47,46,20,151
2022-01-24,122,140,113,56,1,0,0,0,123,140,113,56,432
2022-01-25,75,86,55,33,0,0,0,0,75,86,55,33,249
2022-01-26,98,104,82,21,0,0,1,0,98,104,83,21,306
2022-01-27,104,120,71,45,0,0,1,1,104,120,72,46,342
2022-01-28,96,133,111,35,0,0,1,0,96,133,112,35,376
2022-01-29,49,74,59,25,0,0,0,0,49,74,59,25,207
2022-01-30,56,63,46,14,0,0,0,0,56,63,46,14,179
2022-01-31,61,43,59,39,0,0,0,0,61,43,59,39,202
2022-02-01,1,1,0,0,0,0,0,0,1,1,0,0,2
2022-02-02,4,3,8,5,0,0,0,0,4,3,8,5,20
2022-02-03,81,110,102,54,1,2,1,0,82,112,103,54,351
2022-02-04,121,162,126,45,1,1,1,0,122,163,127,45,457
2022-02-05,41,56,42,27,0,0,0,0,41,56,42,27,166
2022-02-06,43,50,19,24,0,0,0,0,43,50,19,24,136
2022-02-07,106,101,90,35,0,0,0,0,106,101,90,35,332
2022-02-08,104,105,63,36,1,2,0,0,105,107,63,36,311
2022-02-09,113,116,81,49,0,0,2,0,113,116,83,49,361
2022-02-10,114,150,88,52,1,0,0,0,115,150,88,52,405
2022-02-11,75,120,101,30,0,0,2,0,75,120,103,30,328
2022-02-12,49,73,34,32,0,0,0,0,49,73,34,32,188
2022-02-13,30,46,49,23,0,0,0,0,30,46,49,23,148
2022-02-14,102,141,123,48,1,1,1,0,103,142,124,48,417
2022-02-15,66,103,59,38,0,1,2,0,66,104,61,38,269
2022-02-16,67,100,63,35,0,2,0,0,67,102,63,35,267
2022-02-17,61,93,56,35,1,0,1,0,62,93,57,35,247
2022-02-18,120,117,109,51,0,0,0,0,120,117,109,51,397
2022-02-19,58,67,51,24,0,1,3,0,58,68,54,24,204
2022-02-20,54,66,47,25,0,0,0,0,54,66,47,25,192
2022-02-21,142,170,136,54,1,0,0,1,143,170,136,55,504
2022-02-22,104,146,105,46,0,2,2,1,104,148,107,47,406
2022-02-23,113,145,98,30,0,0,0,0,113,145,98,30,386
2022-02-24,133,151,117,64,2,2,0,0,135,153,117,64,469
2022-02-25,115,175,132,46,0,0,0,0,115,175,132,46,468
2022-02-26,59,55,62,24,0,0,0,0,59,55,62,24,200
2022-02-27,37,41,41,12,0,0,0,0,37,41,41,12,131
2022-02-28,178,203,180,74,0,3,0,0,178,206,180,74,638
2022-03-01,34,48,50,15,0,0,0,0,34,48,50,15,147
2022-03-02,148,191,142,72,1,2,2,0,149,193,144,72,558
2022-03-03,108,132,91,48,1,0,0,0,109,132,91,48,380
2022-03-04,191,204,129,62,0,2,1,0,191,206,130,62,589
2022-03-05,83,106,99,27,1,0,0,0,84,106,99,27,316
2022-03-06,37,59,28,11,0,0,0,0,37,59,28,11,135
2022-03-07,221,301,222,119,1,3,0,0,222,304,222,119,867
2022-03-08,152,173,124,69,1,0,0,0,153,173,124,69,519
2022-03-09,44,49,53,16,0,1,0,0,44,50,53,16,163
2022-03-10,160,181,124,62,0,0,1,2,160,181,125,64,530
2022-03-11,218,240,185,79,2,4,2,1,220,244,187,80,731
2022-03-12,43,64,57,22,0,0,0,0,43,64,57,22,186
2022-03-13,34,40,39,16,0,0,0,0,34,40,39,16,129
2022-03-14,239,221,177,74,1,0,1,0,240,221,178,74,713
2022-03-15,134,151,135,59,0,0,0,0,134,151,135,59,479
2022-03-16,149,182,138,62,0,1,1,0,149,183,139,62,533
2022-03-17,331,332,255,112,2,1,1,1,333,333,256,113,1035
2022-03-18,219,275,222,110,2,1,1,0,221,276,223,110,830
2022-03-19,65,81,87,36,0,4,0,0,65,85,87,36,273
2022-03-20,20,52,40,7,0,0,0,0,20,52,40,7,119
2022-03-21,248,320,253,98,1,2,1,0,249,322,254,98,923
2022-03-22,235,269,235,129,2,3,1,1,237,272,236,130,875
2022-03-23,156,198,140,83,2,0,1,1,158,198,141,84,581
2022-03-24,108,159,123,78,0,7,0,0,108,166,123,78,475
2022-03-25,107,172,124,51,0,0,0,2,107,172,124,53,456
2022-03-26,48,76,56,22,0,0,2,0,48,76,58,22,204
2022-03-27,41,40,30,20,0,0,0,0,41,40,30,20,131
2022-03-28,129,159,127,59,8,1,2,0,137,160,129,59,485
2022-03-29,123,152,108,51,0,0,0,0,123,152,108,51,434
2022-03-30,109,135,112,48,0,1,0,0,109,136,112,48,405
2022-03-31,104,150,110,49,0,0,1,0,104,150,111,49,414
2022-04-01,134,135,90,52,0,0,0,0,134,135,90,52,411
2022-04-02,68,78,75,23,0,0,0,0,68,78,75,23,244
2022-04-03,78,58,65,24,0,0,0,0,78,58,65,24,225
2022-04-04,146,159,116,55,0,1,0,0,146,160,116,55,477
2022-04-05,100,137,135,42,1,1,0,0,101,138,135,42,416
2022-04-06,96,100,97,57,0,2,1,0,96,102,98,57,353
2022-04-07,73,97,54,47,0,0,2,0,73,97,56,47,273
2022-04-08,112,171,121,54,0,0,1,0,112,171,122,54,459
2022-04-09,70,69,68,28,0,0,0,0,70,69,68,28,235
2022-04-10,47,55,61,14,0,0,0,0,47,55,61,14,177
2022-04-11,99,151,112,66,0,0,0,0,99,151,112,66,428
2022-04-12,104,81,85,42,4,0,1,2,108,81,86,44,319
2022-04-13,105,141,105,45,0,0,1,0,105,141,106,45,397
2022-04-14,105,76,83,60,0,1,0,0,105,77,83,60,325
2022-04-15,125,154,107,48,0,1,1,0,125,155,108,48,436
2022-04-16,103,110,75,40,0,0,0,0,103,110,75,40,328
2022-04-17,42,60,35,16,0,0,0,0,42,60,35,16,153
2022-04-18,108,179,154,58,1,4,5,0,109,183,159,58,509
2022-04-19,115,177,80,38,1,4,1,1,116,181,81,39,417
2022-04-20,140,156,111,60,1,1,0,0,141,157,111,60,469
2022-04-21,110,127,116,58,0,0,1,1,110,127,117,59,413
2022-04-22,99,118,106,55,0,0,0,0,99,118,106,55,378
2022-04-23,84,66,70,19,1,0,0,0,85,66,70,19,240
2022-04-24,55,58,66,22,2,0,0,0,57,58,66,22,203
2022-04-25,138,165,154,60,0,1,1,0,138,166,155,60,519
2022-04-26,120,188,109,71,0,0,0,0,120,188,109,71,488
2022-04-27,80,157,151,52,0,3,1,0,80,160,152,52,444
2022-04-28,100,161,103,39,2,2,0,3,102,163,103,42,410
2022-04-29,115,171,118,80,0,0,0,0,115,171,118,80,484
2022-04-30,85,96,76,40,0,0,0,0,85,96,76,40,297
2022-05-01,41,64,49,18,0,0,0,0,41,64,49,18,172
2022-05-02,152,204,148,80,1,1,1,0,153,205,149,80,587
2022-05-03,102,147,111,58,0,1,1,0,102,148,112,58,420
2022-05-04,128,165,72,57,0,0,0,0,128,165,72,57,422
2022-05-05,66,69,66,23,0,1,0,0,66,70,66,23,225
2022-05-06,83,131,123,43,1,0,1,1,84,131,124,44,383
2022-05-07,43,63,73,34,1,0,0,0,44,63,73,34,214
2022-05-08,37,57,30,18,0,0,0,0,37,57,30,18,142
2022-05-09,99,139,122,47,1,1,2,0,100,140,124,47,411
2022-05-10,97,137,83,43,1,1,3,0,98,138,86,43,365
2022-05-11,101,133,126,44,2,0,0,3,103,133,126,47,409
2022-05-12,89,136,100,36,2,0,0,0,91,136,100,36,363
2022-05-13,86,109,91,29,2,0,1,0,88,109,92,29,318
2022-05-14,59,67,95,34,0,0,0,0,59,67,95,34,255
2022-05-15,52,51,36,25,0,0,0,0,52,51,36,25,164
2022-05-16,119,114,95,40,5,0,3,0,124,114,98,40,376
2022-05-17,119,165,91,42,2,0,0,0,121,165,91,42,419
2022-05-18,80,129,109,54,1,0,2,0,81,129,111,54,375
2022-05-19,94,119,78,31,0,1,1,1,94,120,79,32,325
2022-05-20,102,131,105,52,2,3,2,1,104,134,107,53,398
2022-05-21,46,72,52,26,0,0,0,0,46,72,52,26,196
2022-05-22,38,54,49,28,1,1,0,0,39,55,49,28,171
2022-05-23,122,151,118,49,6,3,0,1,128,154,118,50,450
2022-05-24,102,107,88,27,0,0,0,0,102,107,88,27,324
2022-05-25,80,120,86,31,1,0,1,2,81,120,87,33,321
2022-05-26,123,101,88,47,0,0,0,0,123,101,88,47,359
2022-05-27,114,127,78,24,0,0,0,0,114,127,78,24,343
